datetime,Global_active_power,y_pred,residual,z_score,abs_error,hour,dayofweek,message
2009-11-11 17:00:00,4.5361667,1.9012720932082692,2.6348945747299632,4.548203067576575,2.6348945747299632,17,2,"[2009-11-11 17:00] Unusual spike on Wed 17:00 (evening peak) detected by residual z-score: actual 4.54 kW vs expected 1.90 kW (Δ +2.63 kW, |z|=4.55). Possible causes: more high-power appliances running at once than usual."
2009-10-17 16:00:00,4.663167,2.097062410484596,2.5661045893322987,4.319476612258805,2.5661045893322987,16,5,"[2009-10-17 16:00] Unusual spike on Sat 16:00 (daytime) detected by residual z-score: actual 4.66 kW vs expected 2.10 kW (Δ +2.57 kW, |z|=4.32). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2010-11-04 08:00:00,4.4189,1.8573351203755761,2.5615648925943946,4.293403085654679,2.5615648925943946,8,3,"[2010-11-04 08:00] Unusual spike on Thu 08:00 (morning) detected by residual z-score: actual 4.42 kW vs expected 1.86 kW (Δ +2.56 kW, |z|=4.29). Possible causes: a heavy start-of-day routine or several devices switching on at once."
2008-06-18 16:00:00,3.6527,1.0977814863951743,2.5549184609620035,5.401429886884981,2.5549184609620035,16,2,"[2008-06-18 16:00] Unusual spike on Wed 16:00 (daytime) detected by residual z-score: actual 3.65 kW vs expected 1.10 kW (Δ +2.55 kW, |z|=5.40). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2010-01-09 14:00:00,3.4111667,0.9209096105336478,2.490257057404585,4.3475187074125135,2.490257057404585,14,5,"[2010-01-09 14:00] Unusual spike on Sat 14:00 (daytime) detected by residual z-score: actual 3.41 kW vs expected 0.92 kW (Δ +2.49 kW, |z|=4.35). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2010-02-21 14:00:00,4.6382,2.1887753730888506,2.4494244331245283,3.623700469228172,2.4494244331245283,14,6,"[2010-02-21 14:00] Unusual spike on Sun 14:00 (daytime) detected by residual z-score: actual 4.64 kW vs expected 2.19 kW (Δ +2.45 kW, |z|=3.62). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2010-02-17 12:00:00,4.059933,1.6106391224711631,2.4492940631062297,4.526937868160497,2.4492940631062297,12,2,"[2010-02-17 12:00] Unusual spike on Wed 12:00 (daytime) detected by residual z-score: actual 4.06 kW vs expected 1.61 kW (Δ +2.45 kW, |z|=4.53). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2010-05-08 21:00:00,3.2730334,0.8659816366414849,2.407051743866938,4.576870476886468,2.407051743866938,21,5,"[2010-05-08 21:00] Unusual spike on Sat 21:00 (evening peak) detected by residual z-score: actual 3.27 kW vs expected 0.87 kW (Δ +2.41 kW, |z|=4.58). Possible causes: more high-power appliances running at once than usual."
2009-10-29 15:00:00,3.4380667,1.0347950150654885,2.403271705897036,3.7040051915327723,2.403271705897036,15,3,"[2009-10-29 15:00] Unusual spike on Thu 15:00 (daytime) detected by residual z-score: actual 3.44 kW vs expected 1.03 kW (Δ +2.40 kW, |z|=3.70). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2010-10-02 20:00:00,3.9403,1.5383892512320276,2.401910736560941,5.553883933005788,2.401910736560941,20,5,"[2010-10-02 20:00] Unusual spike on Sat 20:00 (evening peak) detected by residual z-score: actual 3.94 kW vs expected 1.54 kW (Δ +2.40 kW, |z|=5.55). Possible causes: more high-power appliances running at once than usual."
2009-12-12 17:00:00,4.2413335,1.8399971337856273,2.401336350864031,4.183298102470203,2.401336350864031,17,5,"[2009-12-12 17:00] Unusual spike on Sat 17:00 (evening peak) detected by residual z-score: actual 4.24 kW vs expected 1.84 kW (Δ +2.40 kW, |z|=4.18). Possible causes: more high-power appliances running at once than usual."
2010-02-13 12:00:00,3.9241333,1.538012973242021,2.386120327539229,4.250062010538285,2.386120327539229,12,5,"[2010-02-13 12:00] Unusual spike on Sat 12:00 (daytime) detected by residual z-score: actual 3.92 kW vs expected 1.54 kW (Δ +2.39 kW, |z|=4.25). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2010-10-18 18:00:00,3.3914669,1.022636898406099,2.3688299575967084,4.169046914594578,2.3688299575967084,18,0,"[2010-10-18 18:00] Unusual spike on Mon 18:00 (evening peak) detected by residual z-score: actual 3.39 kW vs expected 1.02 kW (Δ +2.37 kW, |z|=4.17). Possible causes: more high-power appliances running at once than usual."
2010-03-31 14:00:00,0.49153334,2.764172584700804,-2.272639245677214,-4.655292904901273,2.272639245677214,14,2,"[2010-03-31 14:00] Unusual drop on Wed 14:00 (daytime) detected by residual z-score: actual 0.49 kW vs expected 2.76 kW (Δ -2.27 kW, |z|=4.66). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2009-08-18 21:00:00,3.8541,1.590665909659073,2.263434079278305,6.5821485937009205,2.263434079278305,21,1,"[2009-08-18 21:00] Unusual spike on Tue 21:00 (evening peak) detected by residual z-score: actual 3.85 kW vs expected 1.59 kW (Δ +2.26 kW, |z|=6.58). Possible causes: more high-power appliances running at once than usual."
2009-11-08 12:00:00,4.3383,2.081117150721071,2.2571830773978254,3.5747127181690925,2.2571830773978254,12,6,"[2009-11-08 12:00] Unusual spike on Sun 12:00 (daytime) detected by residual z-score: actual 4.34 kW vs expected 2.08 kW (Δ +2.26 kW, |z|=3.57). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2007-03-31 10:00:00,5.1610665,2.9171161484297827,2.243950383705227,4.7649081363801,2.243950383705227,10,5,"[2007-03-31 10:00] Unusual spike on Sat 10:00 (daytime) detected by residual z-score: actual 5.16 kW vs expected 2.92 kW (Δ +2.24 kW, |z|=4.76). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2010-04-11 20:00:00,3.8161333,1.5786164830393576,2.237516777687571,4.912657955063289,2.237516777687571,20,6,"[2010-04-11 20:00] Unusual spike on Sun 20:00 (evening peak) detected by residual z-score: actual 3.82 kW vs expected 1.58 kW (Δ +2.24 kW, |z|=4.91). Possible causes: more high-power appliances running at once than usual."
2009-05-17 10:00:00,3.7628,1.5421561018301377,2.220643876426088,4.736442895346494,2.220643876426088,10,6,"[2009-05-17 10:00] Unusual spike on Sun 10:00 (daytime) detected by residual z-score: actual 3.76 kW vs expected 1.54 kW (Δ +2.22 kW, |z|=4.74). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2009-12-24 16:00:00,4.5332665,2.316085168386321,2.21718137595572,3.9818027364572024,2.21718137595572,16,3,"[2009-12-24 16:00] Unusual spike on Thu 16:00 (daytime) detected by residual z-score: actual 4.53 kW vs expected 2.32 kW (Δ +2.22 kW, |z|=3.98). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2010-11-22 18:00:00,3.1683002,0.9531271904492656,2.2151729613756856,3.904434923872878,2.2151729613756856,18,0,"[2010-11-22 18:00] Unusual spike on Mon 18:00 (evening peak) detected by residual z-score: actual 3.17 kW vs expected 0.95 kW (Δ +2.22 kW, |z|=3.90). Possible causes: more high-power appliances running at once than usual."
2009-12-30 19:00:00,3.7885,1.5760023265549905,2.212497744016909,3.2267911451940607,2.212497744016909,19,2,"[2009-12-30 19:00] Unusual spike on Wed 19:00 (evening peak) detected by residual z-score: actual 3.79 kW vs expected 1.58 kW (Δ +2.21 kW, |z|=3.23). Possible causes: more high-power appliances running at once than usual."
2009-11-26 20:00:00,3.8141668,1.614070141185548,2.200096643100951,3.53358639585893,2.200096643100951,20,3,"[2009-11-26 20:00] Unusual spike on Thu 20:00 (evening peak) detected by residual z-score: actual 3.81 kW vs expected 1.61 kW (Δ +2.20 kW, |z|=3.53). Possible causes: more high-power appliances running at once than usual."
2010-10-30 11:00:00,3.1332333,0.941007070714158,2.1922262380779562,3.620393940702787,2.1922262380779562,11,5,"[2010-10-30 11:00] Unusual spike on Sat 11:00 (daytime) detected by residual z-score: actual 3.13 kW vs expected 0.94 kW (Δ +2.19 kW, |z|=3.62). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2010-05-29 18:00:00,3.412,1.2296058558125673,2.182394085059625,4.861562586312271,2.182394085059625,18,5,"[2010-05-29 18:00] Unusual spike on Sat 18:00 (evening peak) detected by residual z-score: actual 3.41 kW vs expected 1.23 kW (Δ +2.18 kW, |z|=4.86). Possible causes: more high-power appliances running at once than usual."
2009-12-24 15:00:00,3.5086668,1.3307185690528964,2.1779481847160245,4.1110513047506405,2.1779481847160245,15,3,"[2009-12-24 15:00] Unusual spike on Thu 15:00 (daytime) detected by residual z-score: actual 3.51 kW vs expected 1.33 kW (Δ +2.18 kW, |z|=4.11). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2008-04-12 18:00:00,5.656433,3.488632938362947,2.167800167105803,4.873455381633872,2.167800167105803,18,5,"[2008-04-12 18:00] Unusual spike on Sat 18:00 (evening peak) detected by residual z-score: actual 5.66 kW vs expected 3.49 kW (Δ +2.17 kW, |z|=4.87). Possible causes: more high-power appliances running at once than usual."
2007-08-26 14:00:00,3.7631998,1.6000708847576726,2.1631289214557063,4.993995718157128,2.1631289214557063,14,6,"[2007-08-26 14:00] Unusual spike on Sun 14:00 (daytime) detected by residual z-score: actual 3.76 kW vs expected 1.60 kW (Δ +2.16 kW, |z|=4.99). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2010-10-14 19:00:00,4.1177664,1.9581747970361434,2.159591583273915,4.229780913140604,2.159591583273915,19,3,"[2010-10-14 19:00] Unusual spike on Thu 19:00 (evening peak) detected by residual z-score: actual 4.12 kW vs expected 1.96 kW (Δ +2.16 kW, |z|=4.23). Possible causes: more high-power appliances running at once than usual."
2007-01-17 15:00:00,3.8719666,1.72074171830783,2.151224882110261,4.308932879674262,2.151224882110261,15,2,"[2007-01-17 15:00] Unusual spike on Wed 15:00 (daytime) detected by residual z-score: actual 3.87 kW vs expected 1.72 kW (Δ +2.15 kW, |z|=4.31). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2007-01-10 11:00:00,3.9707668,1.819816420667934,2.1509503620926864,4.453549186708328,2.1509503620926864,11,2,"[2007-01-10 11:00] Unusual spike on Wed 11:00 (daytime) detected by residual z-score: actual 3.97 kW vs expected 1.82 kW (Δ +2.15 kW, |z|=4.45). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2010-05-15 23:00:00,3.8198333,1.6752390207164094,2.1445942579395965,3.9413782809081823,2.1445942579395965,23,5,"[2010-05-15 23:00] Unusual spike on Sat 23:00 (late evening) detected by residual z-score: actual 3.82 kW vs expected 1.68 kW (Δ +2.14 kW, |z|=3.94). Possible causes: an unusual load combination late at night."
2009-12-06 11:00:00,3.7279,1.5911382956915952,2.1367617325371646,4.632383232817642,2.1367617325371646,11,6,"[2009-12-06 11:00] Unusual spike on Sun 11:00 (daytime) detected by residual z-score: actual 3.73 kW vs expected 1.59 kW (Δ +2.14 kW, |z|=4.63). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2009-06-07 13:00:00,3.4554667,1.3202298368287304,2.1352369104552054,6.0861307780472425,2.1352369104552054,13,6,"[2009-06-07 13:00] Unusual spike on Sun 13:00 (daytime) detected by residual z-score: actual 3.46 kW vs expected 1.32 kW (Δ +2.14 kW, |z|=6.09). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2009-11-15 17:00:00,4.2462335,2.1138480533645008,2.1323854099228527,3.9768857115148095,2.1323854099228527,17,6,"[2009-11-15 17:00] Unusual spike on Sun 17:00 (evening peak) detected by residual z-score: actual 4.25 kW vs expected 2.11 kW (Δ +2.13 kW, |z|=3.98). Possible causes: more high-power appliances running at once than usual."
2008-05-18 20:00:00,4.2307,2.106897259381094,2.1238027566406346,4.500870562071859,2.1238027566406346,20,6,"[2008-05-18 20:00] Unusual spike on Sun 20:00 (evening peak) detected by residual z-score: actual 4.23 kW vs expected 2.11 kW (Δ +2.12 kW, |z|=4.50). Possible causes: more high-power appliances running at once than usual."
2010-06-05 22:00:00,3.0245667,0.9041610507462674,2.1204055996443576,4.246448509781352,2.1204055996443576,22,5,"[2010-06-05 22:00] Unusual spike on Sat 22:00 (late evening) detected by residual z-score: actual 3.02 kW vs expected 0.90 kW (Δ +2.12 kW, |z|=4.25). Possible causes: an unusual load combination late at night."
2010-07-01 00:00:00,3.3290334,1.2088729977602826,2.120160377026094,5.137595476917849,2.120160377026094,0,3,"[2010-07-01 00:00] Unusual spike on Thu 00:00 (overnight) detected by residual z-score: actual 3.33 kW vs expected 1.21 kW (Δ +2.12 kW, |z|=5.14). Possible causes: a device left on overnight, standby/defrost cycle, or a heating/cooling unit."
2010-03-08 15:00:00,3.969,1.8505352613625308,2.118464839726947,4.478026434234035,2.118464839726947,15,0,"[2010-03-08 15:00] Unusual spike on Mon 15:00 (daytime) detected by residual z-score: actual 3.97 kW vs expected 1.85 kW (Δ +2.12 kW, |z|=4.48). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2010-06-06 18:00:00,0.5265333,2.644990988947541,-2.118457683302552,-3.9320867156789405,2.118457683302552,18,6,"[2010-06-06 18:00] Unusual drop on Sun 18:00 (evening peak) detected by residual z-score: actual 0.53 kW vs expected 2.64 kW (Δ -2.12 kW, |z|=3.93). Possible causes: more high-power appliances running at once than usual."
2010-02-20 18:00:00,3.0763001,0.9622224583145628,2.1140776858809938,3.7426678548968964,2.1140776858809938,18,5,"[2010-02-20 18:00] Unusual spike on Sat 18:00 (evening peak) detected by residual z-score: actual 3.08 kW vs expected 0.96 kW (Δ +2.11 kW, |z|=3.74). Possible causes: more high-power appliances running at once than usual."
2006-12-28 21:00:00,5.035333,2.955547324873957,2.079785831711736,,2.079785831711736,21,3,"[2006-12-28 21:00] Unusual spike on Thu 21:00 (evening peak) detected by residual z-score: actual 5.04 kW vs expected 2.96 kW (Δ +2.08 kW, |z|=nan). Possible causes: more high-power appliances running at once than usual."
2009-10-10 19:00:00,2.8749335,0.8101218309458266,2.064811650270604,4.191963760419438,2.064811650270604,19,5,"[2009-10-10 19:00] Unusual spike on Sat 19:00 (evening peak) detected by residual z-score: actual 2.87 kW vs expected 0.81 kW (Δ +2.06 kW, |z|=4.19). Possible causes: more high-power appliances running at once than usual."
2008-05-10 16:00:00,3.9303334,1.8744594060915818,2.0558739698392046,4.295529241973725,2.0558739698392046,16,5,"[2008-05-10 16:00] Unusual spike on Sat 16:00 (daytime) detected by residual z-score: actual 3.93 kW vs expected 1.87 kW (Δ +2.06 kW, |z|=4.30). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2009-11-21 17:00:00,4.7686334,2.717713284301181,2.0509200813299224,4.080826334547268,2.0509200813299224,17,5,"[2009-11-21 17:00] Unusual spike on Sat 17:00 (evening peak) detected by residual z-score: actual 4.77 kW vs expected 2.72 kW (Δ +2.05 kW, |z|=4.08). Possible causes: more high-power appliances running at once than usual."
2010-01-30 18:00:00,5.1421666,3.0956128773205136,2.046553737211957,3.0965237897984745,2.046553737211957,18,5,"[2010-01-30 18:00] Unusual spike on Sat 18:00 (evening peak) detected by residual z-score: actual 5.14 kW vs expected 3.10 kW (Δ +2.05 kW, |z|=3.10). Possible causes: more high-power appliances running at once than usual."
2010-11-15 12:00:00,3.3210666,1.2806521150781216,2.0404145028875766,3.434486871395179,2.0404145028875766,12,0,"[2010-11-15 12:00] Unusual spike on Mon 12:00 (daytime) detected by residual z-score: actual 3.32 kW vs expected 1.28 kW (Δ +2.04 kW, |z|=3.43). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2007-12-04 21:00:00,5.0660663,3.0325054565198064,2.0335608085863948,4.18366283914426,2.0335608085863948,21,1,"[2007-12-04 21:00] Unusual spike on Tue 21:00 (evening peak) detected by residual z-score: actual 5.07 kW vs expected 3.03 kW (Δ +2.03 kW, |z|=4.18). Possible causes: more high-power appliances running at once than usual."
2009-12-20 08:00:00,2.7097332,0.6791100018253142,2.030623245931644,4.092011418702586,2.030623245931644,8,6,"[2009-12-20 08:00] Unusual spike on Sun 08:00 (morning) detected by residual z-score: actual 2.71 kW vs expected 0.68 kW (Δ +2.03 kW, |z|=4.09). Possible causes: a heavy start-of-day routine or several devices switching on at once."
2007-05-18 20:00:00,3.9856668,1.9553494669066862,2.030317284954886,4.3888771849854775,2.030317284954886,20,4,"[2007-05-18 20:00] Unusual spike on Fri 20:00 (evening peak) detected by residual z-score: actual 3.99 kW vs expected 1.96 kW (Δ +2.03 kW, |z|=4.39). Possible causes: more high-power appliances running at once than usual."
2010-05-02 19:00:00,3.7739,1.7466866849083014,2.027213347135156,3.8012611417177844,2.027213347135156,19,6,"[2010-05-02 19:00] Unusual spike on Sun 19:00 (evening peak) detected by residual z-score: actual 3.77 kW vs expected 1.75 kW (Δ +2.03 kW, |z|=3.80). Possible causes: more high-power appliances running at once than usual."
2007-10-16 13:00:00,3.6034665,1.5946946737377752,2.0087718370349297,4.110550150523378,2.0087718370349297,13,1,"[2007-10-16 13:00] Unusual spike on Tue 13:00 (daytime) detected by residual z-score: actual 3.60 kW vs expected 1.59 kW (Δ +2.01 kW, |z|=4.11). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2009-02-11 18:00:00,5.2338004,3.2265743251396253,2.00722608608474,4.214437499279046,2.00722608608474,18,2,"[2009-02-11 18:00] Unusual spike on Wed 18:00 (evening peak) detected by residual z-score: actual 5.23 kW vs expected 3.23 kW (Δ +2.01 kW, |z|=4.21). Possible causes: more high-power appliances running at once than usual."
2009-11-03 13:00:00,2.8421333,0.8375319161331415,2.0046013674819707,3.4608038580297036,2.0046013674819707,13,1,"[2009-11-03 13:00] Unusual spike on Tue 13:00 (daytime) detected by residual z-score: actual 2.84 kW vs expected 0.84 kW (Δ +2.00 kW, |z|=3.46). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2009-02-11 12:00:00,4.2492666,2.2536725588346838,1.9955940656159998,4.364031215751805,1.9955940656159998,12,2,"[2009-02-11 12:00] Unusual spike on Wed 12:00 (daytime) detected by residual z-score: actual 4.25 kW vs expected 2.25 kW (Δ +2.00 kW, |z|=4.36). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2009-11-22 20:00:00,5.1151667,3.1238560986940462,1.991310565429489,3.7363207360150654,1.991310565429489,20,6,"[2009-11-22 20:00] Unusual spike on Sun 20:00 (evening peak) detected by residual z-score + isolation forest: actual 5.12 kW vs expected 3.12 kW (Δ +1.99 kW, |z|=3.74). Possible causes: more high-power appliances running at once than usual."
2009-10-31 12:00:00,3.6898665,1.7117444317602337,1.9781221110559284,3.2659586377155376,1.9781221110559284,12,5,"[2009-10-31 12:00] Unusual spike on Sat 12:00 (daytime) detected by residual z-score: actual 3.69 kW vs expected 1.71 kW (Δ +1.98 kW, |z|=3.27). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2009-01-11 13:00:00,4.0528,2.086848357952138,1.965951820575694,4.294057715989168,1.965951820575694,13,6,"[2009-01-11 13:00] Unusual spike on Sun 13:00 (daytime) detected by residual z-score: actual 4.05 kW vs expected 2.09 kW (Δ +1.97 kW, |z|=4.29). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2007-11-23 12:00:00,4.1297,2.1656179183553737,1.9640822655130346,4.1375772628108525,1.9640822655130346,12,4,"[2007-11-23 12:00] Unusual spike on Fri 12:00 (daytime) detected by residual z-score: actual 4.13 kW vs expected 2.17 kW (Δ +1.96 kW, |z|=4.14). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2008-03-18 16:00:00,3.7211,1.7608961795096922,1.9602039124245119,4.090577113377819,1.9602039124245119,16,1,"[2008-03-18 16:00] Unusual spike on Tue 16:00 (daytime) detected by residual z-score: actual 3.72 kW vs expected 1.76 kW (Δ +1.96 kW, |z|=4.09). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2010-04-17 10:00:00,3.5854669,1.6274588431715673,1.9580080185532862,3.7134661276373775,1.9580080185532862,10,5,"[2010-04-17 10:00] Unusual spike on Sat 10:00 (daytime) detected by residual z-score: actual 3.59 kW vs expected 1.63 kW (Δ +1.96 kW, |z|=3.71). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2010-01-24 12:00:00,4.4272666,2.4731781535192505,1.9540884442285522,2.9939993897769726,1.9540884442285522,12,6,"[2010-01-24 12:00] Unusual spike on Sun 12:00 (daytime) detected by residual z-score: actual 4.43 kW vs expected 2.47 kW (Δ +1.95 kW, |z|=2.99). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2008-07-03 21:00:00,3.6561332,1.7045469210386597,1.9515862538575806,5.220878932164055,1.9515862538575806,21,3,"[2008-07-03 21:00] Unusual spike on Thu 21:00 (evening peak) detected by residual z-score: actual 3.66 kW vs expected 1.70 kW (Δ +1.95 kW, |z|=5.22). Possible causes: more high-power appliances running at once than usual."
2010-06-13 10:00:00,2.9332666,0.9831276664582502,1.9501389732512224,3.949420001864502,1.9501389732512224,10,6,"[2010-06-13 10:00] Unusual spike on Sun 10:00 (daytime) detected by residual z-score: actual 2.93 kW vs expected 0.98 kW (Δ +1.95 kW, |z|=3.95). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2007-01-04 12:00:00,4.066567,2.127439554471579,1.9391273896507353,4.161092798641147,1.9391273896507353,12,3,"[2007-01-04 12:00] Unusual spike on Thu 12:00 (daytime) detected by residual z-score: actual 4.07 kW vs expected 2.13 kW (Δ +1.94 kW, |z|=4.16). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2010-01-10 15:00:00,4.615967,2.678521035770612,1.9374457611043878,3.171087648932966,1.9374457611043878,15,6,"[2010-01-10 15:00] Unusual spike on Sun 15:00 (daytime) detected by residual z-score: actual 4.62 kW vs expected 2.68 kW (Δ +1.94 kW, |z|=3.17). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2007-12-23 19:00:00,6.488,4.553564087125781,1.9344358289508792,4.034642330255898,1.9344358289508792,19,6,"[2007-12-23 19:00] Unusual spike on Sun 19:00 (evening peak) detected by residual z-score: actual 6.49 kW vs expected 4.55 kW (Δ +1.93 kW, |z|=4.03). Possible causes: more high-power appliances running at once than usual."
2009-10-24 12:00:00,3.9092667,1.9786864079324993,1.9305803023488728,3.104343856263447,1.9305803023488728,12,5,"[2009-10-24 12:00] Unusual spike on Sat 12:00 (daytime) detected by residual z-score: actual 3.91 kW vs expected 1.98 kW (Δ +1.93 kW, |z|=3.10). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
2010-10-28 20:00:00,0.5319,2.4564483235834995,-1.9245483349322239,-3.16953868636501,1.9245483349322239,20,3,"[2010-10-28 20:00] Unusual drop on Thu 20:00 (evening peak) detected by residual z-score: actual 0.53 kW vs expected 2.46 kW (Δ -1.92 kW, |z|=3.17). Possible causes: more high-power appliances running at once than usual."
2009-05-03 20:00:00,4.2653,2.3415239554359184,1.923775841622187,4.915223668323001,1.923775841622187,20,6,"[2009-05-03 20:00] Unusual spike on Sun 20:00 (evening peak) detected by residual z-score: actual 4.27 kW vs expected 2.34 kW (Δ +1.92 kW, |z|=4.92). Possible causes: more high-power appliances running at once than usual."
2008-11-23 12:00:00,4.1583333,2.237478218235251,1.9208550833089384,4.972077556807064,1.9208550833089384,12,6,"[2008-11-23 12:00] Unusual spike on Sun 12:00 (daytime) detected by residual z-score: actual 4.16 kW vs expected 2.24 kW (Δ +1.92 kW, |z|=4.97). Possible causes: a large appliance running outside its usual schedule, or overlapping medium loads."
