datetime,Global_active_power,Sub_metering_1,Sub_metering_2,Sub_metering_3
2007-02-22,2.3454306,1409.0,4165.0,12285.0
2007-02-23,0.9121389,0.0,503.0,10786.0
2007-02-24,0.4964736,0.0,363.0,3562.0
2007-02-25,0.34843054,0.0,329.0,1660.0
2007-02-26,0.39478058,0.0,331.0,2830.0
2007-02-27,0.3598,0.0,314.0,1924.0
2007-02-28,0.3616486,0.0,340.0,1973.0
2007-03-01,0.35941947,0.0,316.0,1980.0
2007-03-02,0.35811666,0.0,340.0,1969.0
2007-03-03,0.5688347,0.0,347.0,4597.0
2007-03-04,1.451875,1476.0,8711.0,9408.0
2007-03-05,1.8474528,5727.0,12109.0,10026.0
2007-03-06,0.865625,0.0,1740.0,4700.0
2007-03-07,1.6494486,1076.0,4761.0,15513.0
2007-03-08,1.0917583,2180.0,3385.0,6655.0
2007-03-09,0.8837583,1093.0,345.0,8631.0
2007-03-10,1.7254944,4130.0,5422.0,10979.0
2007-03-11,2.4171083,4810.0,3420.0,9500.0
2007-03-12,1.3546306,1403.0,2841.0,12353.0
2007-03-13,0.8959334,1350.0,3859.0,5323.0
2007-03-14,1.2453917,3485.0,480.0,8607.0
2007-03-15,1.3088986,0.0,3263.0,11036.0
2007-03-16,1.1819819,1106.0,4604.0,5370.0
2007-03-17,1.4083958,2208.0,359.0,12275.0
2007-03-18,1.6465596,6564.0,7369.0,5856.0
2007-03-19,1.4948043,1648.0,2686.0,14118.0
2007-03-20,1.4487695,3745.0,2837.0,11255.0
2007-03-21,1.487564,1865.0,4133.0,12335.0
2007-03-22,1.0104014,353.0,736.0,10462.0
2007-03-23,0.90903336,1127.0,777.0,8369.0
2007-03-24,2.0614097,3707.0,5797.0,16382.0
2007-03-25,2.31712,4630.0,3600.0,9358.0
2007-03-26,0.9833903,1088.0,344.0,9096.0
2007-03-27,0.7674583,0.0,3019.0,3697.0
2007-03-28,1.6207625,1122.0,8527.0,13888.0
2007-03-29,1.1044486,1162.0,460.0,10724.0
2007-03-30,0.97388476,1094.0,468.0,8217.0
2007-03-31,2.4371598,2620.0,7707.0,17682.0
2007-04-01,1.9346888,4629.0,5401.0,19509.0
2007-04-02,1.3616513,1755.0,970.0,16641.0
2007-04-03,1.1408472,3630.0,1042.0,7637.0
2007-04-04,1.4249083,3434.0,420.0,14748.0
2007-04-05,1.2806097,1086.0,4277.0,10523.0
2007-04-06,1.1119028,0.0,5466.0,9166.0
2007-04-07,1.0791138,1127.0,3111.0,5923.0
2007-04-08,1.1172334,0.0,485.0,3545.0
2007-04-09,0.6950833,2667.0,514.0,3801.0
2007-04-10,0.5398361,209.0,742.0,2572.0
2007-04-11,0.61630696,0.0,1112.0,6421.0
2007-04-12,0.37340695,0.0,541.0,1818.0
2007-04-13,0.38265416,0.0,558.0,1988.0
2007-04-14,0.38490835,0.0,578.0,2008.0
2007-04-15,0.50428057,0.0,1026.0,2893.0
2007-04-16,0.66138196,952.0,1305.0,4656.0
2007-04-17,0.8498153,1532.0,389.0,6199.0
2007-04-18,0.6932264,1579.0,355.0,3430.0
2007-04-19,0.7143458,733.0,1605.0,5748.0
2007-04-20,0.57123613,1069.0,360.0,3499.0
2007-04-21,1.1622611,6575.0,463.0,11129.0
2007-04-22,1.5511904,4264.0,2287.0,11102.0
2007-04-23,0.73233753,1402.0,506.0,6005.0
2007-04-24,0.7167361,1125.0,527.0,6680.0
2007-04-25,0.8778903,0.0,1469.0,8812.0
2007-04-26,0.8857402,1324.0,1845.0,7163.0
2007-04-27,0.7599528,1772.0,545.0,4756.0
2007-04-28,0.4517678,0.0,18.0,0.0
2007-04-29,0.34262568,0.0,0.0,0.0
2007-04-30,0.44955513,1214.0,500.0,1131.0
2007-05-01,1.155457,4005.0,995.0,8546.0
2007-05-02,0.6968653,7.0,1490.0,3754.0
2007-05-03,0.75710976,1906.0,1725.0,7836.0
2007-05-04,0.69314444,2259.0,538.0,3990.0
2007-05-05,1.0854528,2913.0,2493.0,11303.0
2007-05-06,1.4597944,3215.0,949.0,10095.0
2007-05-07,1.1414332,946.0,4935.0,9433.0
2007-05-08,1.2425638,4581.0,2011.0,8777.0
2007-05-09,1.156761,3018.0,5631.0,9474.0
2007-05-10,0.4915861,946.0,534.0,3261.0
2007-05-11,0.67996806,926.0,491.0,6471.0
2007-05-12,1.0010875,2247.0,1075.0,10408.0
2007-05-13,1.1352347,3612.0,2414.0,8958.0
2007-05-14,1.0192931,3176.0,2417.0,5517.0
2007-05-15,0.62805,0.0,408.0,5318.0
2007-05-16,1.1756555,2213.0,5756.0,9077.0
2007-05-17,0.8554278,1014.0,2073.0,7687.0
2007-05-18,1.1330069,3270.0,3913.0,8116.0
2007-05-19,0.9926681,4683.0,530.0,7022.0
2007-05-20,1.3668945,5420.0,1733.0,7611.0
2007-05-21,0.7778208,0.0,468.0,9060.0
2007-05-22,0.7867028,931.0,3966.0,3984.0
2007-05-23,1.0173167,956.0,3792.0,8119.0
2007-05-24,0.8016584,955.0,4116.0,4746.0
2007-05-25,1.1209861,8060.0,586.0,6539.0
2007-05-26,1.0501722,2373.0,2754.0,8628.0
2007-05-27,1.4957001,4366.0,5534.0,10444.0
2007-05-28,1.1371306,4554.0,473.0,9586.0
2007-05-29,0.73704165,0.0,1907.0,4332.0
2007-05-30,1.1179625,2250.0,5948.0,7804.0
2007-05-31,0.65177083,935.0,477.0,3552.0
2007-06-01,0.7259514,0.0,483.0,7664.0
2007-06-02,1.030807,3971.0,1250.0,7633.0
2007-06-03,1.4639069,4985.0,7529.0,8334.0
2007-06-04,0.633068,1585.0,836.0,4533.0
2007-06-05,1.0131195,4484.0,1027.0,6448.0
2007-06-06,1.177648,3330.0,829.0,11679.0
2007-06-07,0.68402916,985.0,699.0,3959.0
2007-06-08,1.4916985,2799.0,11440.0,11380.0
2007-06-09,0.76754165,852.0,620.0,6920.0
2007-06-10,0.93111944,4202.0,1924.0,5983.0
2007-06-11,0.55184305,0.0,487.0,5328.0
2007-06-12,0.63803196,1882.0,475.0,3898.0
2007-06-13,0.6439389,957.0,857.0,5216.0
2007-06-14,0.8743639,3322.0,2147.0,7054.0
2007-06-15,0.687225,2269.0,4011.0,4547.0
2007-06-16,1.4012235,3289.0,4498.0,11108.0
2007-06-17,1.3521458,4124.0,5038.0,8734.0
2007-06-18,0.4711625,0.0,529.0,4241.0
2007-06-19,0.5870181,973.0,537.0,4386.0
2007-06-20,0.74603194,1761.0,2588.0,5106.0
2007-06-21,0.56037915,932.0,2400.0,3711.0
2007-06-22,0.39325973,0.0,951.0,3482.0
2007-06-23,0.33164307,0.0,786.0,2402.0
2007-06-24,0.4962889,0.0,791.0,3449.0
2007-06-25,0.74458474,1985.0,3621.0,4816.0
2007-06-26,0.6561861,971.0,1334.0,5231.0
2007-06-27,1.0283514,2603.0,6451.0,7270.0
2007-06-28,0.8996097,0.0,4368.0,9541.0
2007-06-29,0.90589035,4363.0,667.0,6797.0
2007-06-30,0.92730135,3049.0,792.0,8376.0
2007-07-01,0.7129611,969.0,736.0,4690.0
2007-07-02,0.67155,1018.0,5281.0,3445.0
2007-07-03,0.73605,467.0,3214.0,4695.0
2007-07-04,0.6968125,2329.0,2218.0,5632.0
2007-07-05,0.7342292,2922.0,770.0,3973.0
2007-07-06,0.742725,2826.0,3563.0,4005.0
2007-07-07,0.9431986,997.0,3047.0,10177.0
2007-07-08,0.7563055,1825.0,2831.0,5277.0
2007-07-09,0.81955415,923.0,594.0,9386.0
2007-07-10,0.6307805,67.0,2227.0,4631.0
2007-07-11,0.50163335,1015.0,647.0,5284.0
2007-07-12,0.7427653,1029.0,2550.0,6419.0
2007-07-13,0.55165416,0.0,633.0,4427.0
2007-07-14,0.89456254,3775.0,1968.0,6604.0
2007-07-15,0.7267368,862.0,715.0,5585.0
2007-07-16,0.59282917,830.0,695.0,4176.0
2007-07-17,0.49974445,848.0,694.0,3335.0
2007-07-18,0.52575135,909.0,671.0,4628.0
2007-07-19,0.47075415,1068.0,703.0,3130.0
2007-07-20,0.7711264,2111.0,2418.0,4765.0
2007-07-21,0.73628336,428.0,512.0,7756.0
2007-07-22,0.95648956,7091.0,2136.0,5574.0
2007-07-23,0.688207,1747.0,1288.0,3847.0
2007-07-24,0.57311386,0.0,1607.0,5599.0
2007-07-25,0.32816666,0.0,151.0,2333.0
2007-07-26,0.6420139,975.0,3633.0,4346.0
2007-07-27,0.8350792,1837.0,49.0,7157.0
2007-07-28,1.1262931,907.0,10265.0,6559.0
2007-07-29,0.22299722,0.0,0.0,1288.0
2007-07-30,0.32417777,0.0,0.0,2528.0
2007-07-31,0.5641194,3277.0,0.0,3575.0
2007-08-01,0.7528979,1583.0,0.0,9990.5
2007-08-02,0.70792776,482.0,0.0,6869.0
2007-08-03,0.73844725,958.0,0.0,9139.0
2007-08-04,0.7951319,552.0,398.0,7966.0
2007-08-05,0.5465959,169.0,0.0,6647.0
2007-08-06,0.75675,1096.0,0.0,7985.0
2007-08-07,1.0302639,437.0,2168.0,9042.0
2007-08-08,0.78158474,1055.0,1111.0,9660.0
2007-08-09,0.7442223,182.0,4515.0,6646.0
2007-08-10,0.71389586,336.0,2651.0,8287.0
2007-08-11,0.7580903,1180.0,910.0,10339.0
2007-08-12,0.8624334,1123.0,1156.0,8582.0
2007-08-13,0.80070275,93.0,476.0,11101.0
2007-08-14,0.65360415,951.0,685.0,6256.0
2007-08-15,0.8276805,338.0,508.0,9787.0
2007-08-16,0.6656222,962.0,0.0,7476.0
2007-08-17,0.7013139,244.0,0.0,7769.0
2007-08-18,0.24163888,0.0,0.0,1830.0
2007-08-19,0.98770416,1025.0,8912.0,5989.0
2007-08-20,0.9297514,1032.0,6965.0,7383.0
2007-08-21,0.44621947,0.0,38.0,3296.0
2007-08-22,0.84014446,3048.0,1836.0,7241.0
2007-08-23,0.7724389,2502.0,259.0,5342.0
2007-08-24,1.150357,1891.0,3783.5,9944.0
2007-08-25,0.79922223,4149.0,2191.0,5678.0
2007-08-26,0.91312915,1541.0,3645.0,5658.0
2007-08-27,0.8414792,2305.0,1229.0,6344.0
2007-08-28,0.6923639,1038.0,2468.0,5483.0
2007-08-29,0.51943886,957.0,562.0,4932.0
2007-08-30,0.8350403,3822.0,2580.0,4221.0
2007-08-31,0.8887653,1200.0,666.0,8738.0
2007-09-01,1.1815875,2497.0,569.0,9733.0
2007-09-02,1.1544917,3613.0,1617.0,8806.0
2007-09-03,0.72147363,621.0,2515.0,5323.0
2007-09-04,1.1006556,2928.0,3501.0,9821.0
2007-09-05,0.85873055,0.0,4144.0,6705.0
2007-09-06,0.6260236,0.0,3888.0,3461.0
2007-09-07,0.9281222,3632.0,551.0,9388.0
2007-09-08,1.0206611,3339.0,1801.0,9164.0
2007-09-09,1.1663208,2184.0,4438.0,9233.0
2007-09-10,0.77595556,935.0,595.0,5613.0
2007-09-11,0.68303615,943.0,550.0,5792.0
2007-09-12,0.89428055,0.0,3217.0,7755.0
2007-09-13,0.7960986,1175.0,2523.0,3853.0
2007-09-14,0.7885208,901.0,676.0,5804.0
2007-09-15,0.76063335,0.0,1449.0,6464.0
2007-09-16,1.1473777,3118.0,3064.0,9310.0
2007-09-17,1.0147126,6651.0,926.0,6279.0
2007-09-18,0.8107778,1888.0,2029.0,5425.0
2007-09-19,0.9018639,0.0,2743.0,7937.0
2007-09-20,0.8718972,1056.0,489.0,9996.0
2007-09-21,0.8602639,3130.0,2745.0,6316.0
2007-09-22,0.8167861,944.0,1311.0,7688.0
2007-09-23,0.9847014,2831.0,1929.0,7382.0
2007-09-24,0.9406459,929.0,3935.0,7955.0
2007-09-25,1.2252375,916.0,2253.0,9820.0
2007-09-26,1.271875,1058.0,9452.0,5695.0
2007-09-27,0.96708333,1066.0,643.0,7324.0
2007-09-28,1.1670126,996.0,3722.0,9952.0
2007-09-29,1.5948069,4085.0,7457.0,8190.0
2007-09-30,1.0529792,1405.0,582.0,10225.0
2007-10-01,1.1950847,1507.0,6622.0,5960.0
2007-10-02,1.5269889,508.0,8022.0,12815.0
2007-10-03,0.88920414,979.0,5024.0,3692.0
2007-10-04,1.0544847,2400.0,444.0,9710.0
2007-10-05,0.9681195,0.0,351.0,9425.0
2007-10-06,1.219611,4840.0,347.0,9666.0
2007-10-07,1.4625791,2498.0,8255.0,10886.0
2007-10-08,0.7605847,0.0,420.0,5082.0
2007-10-09,1.1721237,2034.0,2147.0,9290.0
2007-10-10,0.81039727,1863.0,2117.0,3345.0
2007-10-11,1.2030876,2630.0,414.0,7806.0
2007-10-12,1.3295166,1020.0,5028.0,11659.0
2007-10-13,1.3380055,969.0,3799.0,8463.0
2007-10-14,1.431425,2930.0,7494.0,7126.0
2007-10-15,0.8793958,1061.0,339.0,7654.0
2007-10-16,1.3641958,0.0,7871.0,9876.0
2007-10-17,1.0950903,1065.0,453.0,8968.0
2007-10-18,1.0545348,1162.0,317.0,9864.0
2007-10-19,1.4483666,1299.0,3124.0,11648.0
2007-10-20,1.1529486,2363.0,296.0,13225.0
2007-10-21,1.3485694,3712.0,4357.0,7313.0
2007-10-22,1.1478444,0.0,299.0,13027.0
2007-10-23,1.3608972,1067.0,5214.0,10680.0
2007-10-24,1.2955805,4459.0,364.0,9115.0
2007-10-25,1.287443,1478.0,2433.0,7385.0
2007-10-26,0.9983111,0.0,348.0,5766.0
2007-10-27,1.240061,1374.0,4856.0,8949.0
2007-10-28,0.3556653,0.0,283.0,1765.0
2007-10-29,0.37876943,0.0,269.0,2749.0
2007-10-30,0.5632,0.0,1935.0,4256.0
2007-10-31,0.89111805,0.0,4700.0,8915.0
2007-11-01,0.34459445,0.0,293.0,1991.0
2007-11-02,1.0025014,1346.0,2115.0,12245.0
2007-11-03,0.34204862,0.0,282.0,1936.0
2007-11-04,1.0317264,0.0,4387.0,7068.0
2007-11-05,1.0420778,1265.0,397.0,6583.0
2007-11-06,1.4460958,1105.0,5515.0,10690.0
2007-11-07,1.281082,5042.0,301.0,6374.0
2007-11-08,1.0424029,1715.0,314.0,6500.0
2007-11-09,1.5077959,0.0,4573.0,15375.0
2007-11-10,1.8136111,3697.0,304.0,13767.0
2007-11-11,1.3105028,3445.0,320.0,6024.0
2007-11-12,1.4973236,1018.0,4165.0,13281.0
2007-11-13,1.5377764,978.0,4933.0,11076.0
2007-11-14,1.4222181,1055.0,295.0,16345.0
2007-11-15,1.0361028,1606.0,571.0,7503.0
2007-11-16,1.6039958,1991.0,4660.0,13564.0
2007-11-17,1.8125653,2588.0,2199.0,14990.0
2007-11-18,1.516568,5201.0,2097.0,7066.0
2007-11-19,1.196982,1089.0,253.0,10750.0
2007-11-20,1.4554555,1015.0,3954.0,11026.0
2007-11-21,1.2187917,1140.5,549.0,9470.5
2007-11-22,1.3419292,2867.0,297.0,9001.0
2007-11-23,1.751818,2168.0,6181.0,13685.0
2007-11-24,1.3187875,1573.0,4131.0,13451.0
2007-11-25,0.96916527,3556.0,279.0,5678.0
2007-11-26,1.0900805,1088.0,288.0,8926.0
2007-11-27,1.9451472,1063.0,11020.0,15111.0
2007-11-28,1.1423194,1182.0,769.0,7810.0
2007-11-29,1.1940681,2031.0,283.0,8818.0
2007-11-30,1.6192555,0.0,7941.0,13601.0
2007-12-01,2.177043,9356.0,353.0,17847.0
2007-12-02,2.0459638,2090.0,6915.0,10636.0
2007-12-03,1.2236528,1141.0,299.0,10428.0
2007-12-04,1.4358584,1012.0,5828.0,8561.0
2007-12-05,1.4952223,3422.0,295.0,10919.0
2007-12-06,1.727732,4751.0,318.0,11908.0
2007-12-07,1.2284833,459.0,3710.0,10263.0
2007-12-08,1.5370861,1133.0,2354.0,12283.0
2007-12-09,1.5795722,4176.0,2428.0,8728.0
2007-12-10,1.221357,1102.0,278.0,8281.0
2007-12-11,1.6007667,1050.0,3817.0,12740.0
2007-12-12,1.1028209,1152.0,254.0,7759.0
2007-12-13,1.2831569,1103.0,1448.0,8911.0
2007-12-14,1.3713944,980.0,3849.0,12941.0
2007-12-15,1.9006083,1706.0,3687.0,14313.0
2007-12-16,1.9182069,3410.0,2281.0,12929.0
2007-12-17,1.2489555,1636.0,243.0,10567.0
2007-12-18,1.8216625,1123.0,5810.0,11093.0
2007-12-19,1.5250361,1233.0,2658.0,11679.0
2007-12-20,1.3539987,1859.0,276.0,13592.0
2007-12-21,1.376789,1191.0,200.0,12251.0
2007-12-22,1.8133777,3819.0,4550.0,12673.0
2007-12-23,1.67295,1971.0,3091.0,11962.0
2007-12-24,1.5679499,2985.0,2316.0,14350.0
2007-12-25,1.8715056,4588.0,3368.0,9084.0
2007-12-26,1.7918612,1109.0,2773.0,9480.0
2007-12-27,1.7584708,4122.0,1490.0,7960.0
2007-12-28,2.1618416,1980.0,8554.0,15823.0
2007-12-29,2.2909417,4836.0,2434.0,14906.0
2007-12-30,1.777025,3595.0,3597.0,13485.0
2007-12-31,1.5392653,0.0,3457.0,14071.0
2008-01-01,1.9164847,2461.0,2739.0,12355.0
2008-01-02,1.1417402,0.0,3094.0,8987.0
2008-01-03,1.0486861,1130.0,846.0,6671.0
2008-01-04,1.5915639,1241.0,5326.0,11752.0
2008-01-05,1.5161445,2113.0,286.0,14591.0
2008-01-06,1.2674888,1966.0,2445.0,7824.0
2008-01-07,1.1776485,1288.0,282.0,10294.0
2008-01-08,1.419132,2197.0,3511.0,9793.0
2008-01-09,1.2419722,1162.0,284.0,8963.0
2008-01-10,1.3153306,1307.0,285.0,9992.0
2008-01-11,1.1845958,1261.0,290.0,7997.0
2008-01-12,1.9940333,5594.0,2621.0,11116.0
2008-01-13,2.0042396,6505.5,341.5,9378.5
2008-01-14,1.4062028,5918.0,339.0,9738.0
2008-01-15,1.8659112,782.0,6883.0,14512.0
2008-01-16,1.4832306,1162.0,3430.0,9391.0
2008-01-17,1.0918624,1007.0,350.0,8657.0
2008-01-18,1.5187417,1034.0,846.0,14983.0
2008-01-19,1.3752126,2521.0,6054.0,8015.0
2008-01-20,1.208589,1775.0,380.0,4940.0
2008-01-21,1.2909709,0.0,376.0,10447.0
2008-01-22,1.6145959,4670.0,7640.0,7552.0
2008-01-23,1.3071584,1116.0,387.0,13359.0
2008-01-24,1.1423764,1107.0,320.0,5935.0
2008-01-25,1.5554556,0.0,2421.0,11409.0
2008-01-26,1.9687417,4925.0,311.0,15606.0
2008-01-27,1.6540042,3725.0,3818.0,7367.0
2008-01-28,1.602914,1142.0,280.0,12792.0
2008-01-29,1.8583499,1487.0,6199.0,11077.0
2008-01-30,1.1393375,0.0,261.0,7261.0
2008-01-31,1.3568903,1165.0,267.0,9437.0
2008-02-01,1.0657306,336.0,280.0,7241.0
2008-02-02,2.0419772,6283.5,2764.0,15205.0
2008-02-03,1.4476167,2319.0,4435.0,8452.0
2008-02-04,1.1306514,1161.0,252.0,9531.0
2008-02-05,1.7169833,1098.0,7803.0,13717.0
2008-02-06,1.1594028,2114.0,356.0,8428.0
2008-02-07,1.054382,0.0,295.0,8089.0
2008-02-08,1.3545583,940.0,1921.0,9563.0
2008-02-09,1.459914,2050.0,2838.0,10293.0
2008-02-10,1.5171626,2562.0,2955.0,10128.0
2008-02-11,1.1750112,1018.0,297.0,8930.0
2008-02-12,1.3804152,2009.0,1856.0,12138.0
2008-02-13,1.3197904,2530.0,3615.0,7568.0
2008-02-14,1.1143208,1300.0,291.0,9299.0
2008-02-15,1.3925055,1109.0,1723.0,13417.0
2008-02-16,1.629825,1076.0,2360.0,11599.0
2008-02-17,1.3426167,3182.0,2257.0,6049.0
2008-02-18,1.0516695,0.0,251.0,10345.0
2008-02-19,1.477025,1881.0,4711.0,11200.0
2008-02-20,1.565132,3655.0,5516.0,7704.0
2008-02-21,1.134618,0.0,307.0,8523.0
2008-02-22,1.2031695,1167.0,1985.0,10101.0
2008-02-23,1.2753708,1684.0,2250.0,10074.0
2008-02-24,0.8770889,754.0,332.0,11447.0
2008-02-25,0.3503389,0.0,321.0,1856.0
2008-02-26,0.35216665,0.0,295.0,2013.0
2008-02-27,0.39355552,0.0,326.0,2969.0
2008-02-28,0.3536,0.0,281.0,2028.0
2008-02-29,0.9259361,0.0,3773.0,8062.0
2008-03-01,0.7929694,0.0,1287.0,2724.0
2008-03-02,0.80710137,0.0,5244.0,2565.0
2008-03-03,0.7226042,0.0,2207.0,1755.0
2008-03-04,1.1590208,1249.0,2443.0,9415.0
2008-03-05,1.4147278,1145.0,9797.0,5529.0
2008-03-06,1.738339,1082.0,372.0,6965.0
2008-03-07,1.2937195,1235.0,3471.0,9033.0
2008-03-08,1.5615693,6286.0,346.0,8435.0
2008-03-09,1.0836514,2607.0,333.0,4155.0
2008-03-10,1.1240876,2009.0,368.0,8660.0
2008-03-11,1.527807,1271.0,3901.0,12936.0
2008-03-12,1.2321056,1120.0,2374.0,11042.0
2008-03-13,1.1635514,3263.0,3590.0,5464.0
2008-03-14,1.534875,980.0,3881.0,14476.0
2008-03-15,1.0946528,2550.0,502.0,5910.0
2008-03-16,1.2513611,2394.0,566.0,11286.0
2008-03-17,1.1853597,236.0,6651.0,9346.0
2008-03-18,1.3316431,1156.0,4019.0,12544.0
2008-03-19,0.90864444,2110.0,411.0,6154.0
2008-03-20,0.8703292,1107.0,478.0,6670.0
2008-03-21,1.4350291,2171.0,4778.0,13275.0
2008-03-22,1.4260528,3322.0,588.0,12405.0
2008-03-23,1.6152709,6279.0,2112.0,13878.0
2008-03-24,1.3724097,1131.0,5988.5,7026.0
2008-03-25,1.3999,2246.0,3677.0,13494.0
2008-03-26,1.1343555,2547.0,3831.0,7547.0
2008-03-27,0.9519597,0.0,356.0,9022.0
2008-03-28,1.3093222,2325.0,3605.0,11581.0
2008-03-29,1.7160764,5153.0,375.0,17240.0
2008-03-30,1.49055,5045.0,1315.0,9769.0
2008-03-31,0.9566458,1091.0,411.0,9387.0
2008-04-01,1.4785084,1079.0,6657.0,14515.0
2008-04-02,1.1747723,1106.0,3674.0,7989.0
2008-04-03,0.7838583,0.0,422.0,6901.0
2008-04-04,1.1332763,2133.0,775.0,13246.0
2008-04-05,1.3685848,2929.0,874.0,13644.0
2008-04-06,1.1779987,1124.0,2615.0,7552.0
2008-04-07,1.0686375,2420.0,672.0,9466.0
2008-04-08,1.8454973,2752.0,10713.0,17519.0
2008-04-09,0.84642506,0.0,376.0,9003.0
2008-04-10,1.0262125,3261.0,457.0,6527.0
2008-04-11,1.3039334,1802.0,491.0,14522.0
2008-04-12,1.9444541,7076.0,2499.0,15225.0
2008-04-13,1.5506848,2554.0,5942.0,13007.0
2008-04-14,1.1038764,0.0,425.0,11197.0
2008-04-15,1.1600041,1174.0,3998.0,9874.0
2008-04-16,1.0340722,838.0,403.0,11322.0
2008-04-17,0.96934867,1719.0,417.0,8638.0
2008-04-18,1.2933264,2174.0,3832.0,10921.0
2008-04-19,1.5650764,4319.0,2457.0,14722.0
2008-04-20,1.2440403,1030.0,4544.0,10401.0
2008-04-21,0.8084417,0.0,2673.0,6788.0
2008-04-22,1.1303306,971.0,5093.0,10603.0
2008-04-23,0.94258887,1380.0,492.0,8406.0
2008-04-24,0.72484165,1263.0,522.0,5296.0
2008-04-25,0.88037086,824.0,2004.0,9400.0
2008-04-26,0.62719864,0.0,634.0,3586.0
2008-04-27,0.70016664,693.0,588.0,5488.0
2008-04-28,0.457675,0.0,621.0,2786.0
2008-04-29,1.3698722,1402.0,5411.0,10481.0
2008-04-30,0.7650875,1057.0,590.0,6653.0
2008-05-01,0.4000097,0.0,530.0,2586.0
2008-05-02,1.0401167,3114.0,584.0,8687.0
2008-05-03,0.89555556,996.0,541.0,6535.0
2008-05-04,1.0215069,2196.0,2872.0,5464.0
2008-05-05,0.9492583,1008.0,378.0,10197.0
2008-05-06,1.2430416,1354.0,5410.0,12200.0
2008-05-07,0.81685,1030.0,423.0,6649.0
2008-05-08,1.4699292,3667.0,702.0,12717.0
2008-05-09,1.2133833,2229.0,423.0,11904.0
2008-05-10,1.3257834,6950.0,612.0,11714.0
2008-05-11,1.1186944,563.0,1340.0,6930.0
2008-05-12,1.058475,2082.0,1085.0,11959.0
