datetime,Global_active_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,unmeasured_Wh
2006-12-17 21:00:00,3.0407667,239.10417,12.716666,0.0,72.0,1050.0,1918.7667
2006-12-17 22:00:00,1.518,242.19234,6.383333,0.0,25.0,150.0,1343.0
2006-12-17 23:00:00,0.43773332,245.734,1.9966667,0.0,48.0,0.0,389.73334
2006-12-18 00:00:00,0.27636668,244.6075,1.2233334,0.0,2.0,0.0,274.36667
2006-12-18 01:00:00,0.3133,243.51933,1.4166666,0.0,35.0,0.0,278.3
2006-12-18 02:00:00,0.28446668,246.891,1.2566667,0.0,0.0,0.0,284.46667
2006-12-18 03:00:00,0.30993333,245.73184,1.4,0.0,34.0,0.0,275.93335
2006-12-18 04:00:00,1.0263333,245.507,4.1766667,0.0,4.0,753.0,269.33334
2006-12-18 05:00:00,0.2935,245.25317,1.2933333,0.0,28.0,0.0,265.5
2006-12-18 06:00:00,0.60999995,245.70433,2.6,0.0,5.0,0.0,605.0
2006-12-18 07:00:00,2.4504333,240.96234,10.22,5.0,27.0,678.0,1740.4333
2006-12-18 08:00:00,2.0821333,237.88034,8.726666,748.0,2.0,1041.0,291.13333
2006-12-18 09:00:00,1.6293334,237.40468,6.8166666,310.0,29.0,1036.0,254.33333
2006-12-18 10:00:00,1.3096334,239.0805,5.4266667,0.0,0.0,1050.0,259.63333
2006-12-18 11:00:00,1.5619334,239.771,6.4700003,0.0,31.0,1056.0,474.93332
2006-12-18 12:00:00,1.7560667,242.58,7.2466664,0.0,0.0,1081.0,675.06665
2006-12-18 13:00:00,1.6820667,241.95416,6.94,0.0,32.0,1042.0,608.06665
2006-12-18 14:00:00,1.7330334,242.1965,7.096667,0.0,0.0,1043.0,690.0333
2006-12-18 15:00:00,1.7843,242.42351,7.31,0.0,31.0,1079.0,674.3
2006-12-18 16:00:00,1.9493,242.38066,8.096666,0.0,0.0,1079.0,870.3
2006-12-18 17:00:00,2.1549,238.72917,8.993333,0.0,20.0,1047.0,1087.9
2006-12-18 18:00:00,2.4025333,236.6685,10.083333,0.0,15.0,1015.0,1372.5333
2006-12-18 19:00:00,2.6144998,235.32916,11.190001,0.0,546.0,0.0,2068.5
2006-12-18 20:00:00,3.0505667,234.52434,13.046666,0.0,30.0,795.0,2225.5667
2006-12-18 21:00:00,2.1697335,237.59084,9.240001,0.0,0.0,223.0,1946.7333
2006-12-18 22:00:00,1.7388,240.2115,7.25,0.0,531.0,0.0,1207.8
2006-12-18 23:00:00,1.5472666,242.65933,6.6,0.0,1219.0,0.0,328.26666
2006-12-19 00:00:00,0.83713335,242.07115,3.5433335,0.0,58.0,489.0,290.13333
2006-12-19 01:00:00,0.35303333,241.80833,1.5699999,0.0,15.0,44.0,294.03333
2006-12-19 02:00:00,0.32723334,245.7795,1.4633334,0.0,38.0,0.0,289.23334
2006-12-19 03:00:00,0.3083,244.46317,1.3633333,0.0,10.0,0.0,298.3
2006-12-19 04:00:00,0.32783332,244.18651,1.5,0.0,43.0,0.0,284.83334
2006-12-19 05:00:00,0.30666667,243.07584,1.38,0.0,10.0,0.0,296.66666
2006-12-19 06:00:00,0.7963333,242.02968,3.4666667,0.0,41.0,0.0,755.3334
2006-12-19 07:00:00,1.7856333,239.42618,7.5433335,0.0,0.0,444.0,1341.6333
2006-12-19 08:00:00,3.8790333,236.14633,16.54,561.0,1571.0,1026.0,721.0333
2006-12-19 09:00:00,1.6177667,239.57233,6.9633336,278.0,862.0,196.0,281.76666
2006-12-19 10:00:00,0.43713334,242.30566,1.9433333,0.0,85.0,0.0,352.13333
2006-12-19 11:00:00,2.3216333,240.325,9.863333,0.0,2061.0,0.0,260.63333
2006-12-19 12:00:00,0.43066666,242.95866,1.9233334,0.0,175.0,0.0,255.66667
2006-12-19 13:00:00,0.30046666,243.60251,1.2933333,0.0,37.0,0.0,263.46667
2006-12-19 14:00:00,0.30213335,246.94583,1.3333334,0.0,45.0,0.0,257.13333
2006-12-19 15:00:00,0.42136666,241.74068,1.8066667,0.0,10.0,133.0,278.36667
2006-12-19 16:00:00,1.3721334,242.71434,5.613333,0.0,43.0,1082.0,247.13333
2006-12-19 17:00:00,2.1115,238.60667,8.843333,0.0,10.0,1046.0,1055.5
2006-12-19 18:00:00,2.2047,237.64049,9.256667,0.0,44.0,1038.0,1122.7
2006-12-19 19:00:00,1.8421,241.08,7.6033335,0.0,3.0,699.0,1140.1
2006-12-19 20:00:00,2.9405334,241.32817,12.48,0.0,1614.0,0.0,1326.5333
2006-12-19 21:00:00,1.4428667,240.87001,6.3433332,0.0,747.0,0.0,695.8667
2006-12-19 22:00:00,0.72,242.67934,3.0133333,0.0,70.0,0.0,650.0
2006-12-19 23:00:00,0.38369998,246.62717,1.5833334,0.0,10.0,0.0,373.7
2006-12-20 00:00:00,0.45983332,245.81133,1.9866666,0.0,43.0,0.0,416.83334
2006-12-20 01:00:00,0.25866666,243.80534,1.1133333,0.0,10.0,0.0,248.66667
2006-12-20 02:00:00,0.78436667,245.56749,3.243333,0.0,42.0,476.0,266.36667
2006-12-20 03:00:00,0.31003332,246.15083,1.3433334,0.0,10.0,42.0,258.03333
2006-12-20 04:00:00,0.289,246.43365,1.2466667,0.0,28.0,0.0,261.0
2006-12-20 05:00:00,0.2627,244.79549,1.12,0.0,12.0,0.0,250.7
2006-12-20 06:00:00,0.2836,244.074,1.1800001,0.0,0.0,0.0,283.6
2006-12-20 07:00:00,1.5266334,243.315,6.436667,0.0,31.0,280.0,1215.6333
2006-12-20 08:00:00,2.9176,239.79233,12.203334,0.0,577.0,1057.0,1283.6
2006-12-20 09:00:00,1.3855335,243.12283,5.6266665,0.0,32.0,1086.0,267.53333
2006-12-20 10:00:00,1.5102999,240.5805,6.25,0.0,194.0,1063.0,253.3
2006-12-20 11:00:00,2.8924,240.51317,12.073334,0.0,1510.0,1062.0,320.4
2006-12-20 12:00:00,1.4210334,242.60634,5.826667,0.0,5.0,1081.0,335.03333
2006-12-20 13:00:00,1.4284,242.46767,5.8799996,0.0,28.0,1080.0,320.4
2006-12-20 14:00:00,1.2949001,244.0345,5.32,0.0,3.0,995.0,296.9
2006-12-20 15:00:00,0.28113332,245.71918,1.2366666,0.0,12.0,0.0,269.13333
2006-12-20 16:00:00,0.46843332,244.1135,2.07,0.0,19.0,0.0,449.43332
2006-12-20 17:00:00,0.5735,242.92067,2.3766668,0.0,0.0,0.0,573.5
2006-12-20 18:00:00,2.8368335,239.24068,11.8933325,0.0,31.0,631.0,2174.8333
2006-12-20 19:00:00,3.2486334,236.73982,13.71,0.0,0.0,1031.0,2217.6333
2006-12-20 20:00:00,3.5754666,236.34517,15.136667,0.0,31.0,1027.0,2517.4666
2006-12-20 21:00:00,3.646067,235.99234,15.403334,0.0,0.0,1024.0,2622.0667
2006-12-20 22:00:00,3.0589666,238.8605,12.753333,0.0,22.0,1049.0,1987.9667
2006-12-20 23:00:00,2.3817668,242.39116,9.786667,0.0,8.0,1079.0,1294.7667
2006-12-21 00:00:00,1.5358666,243.42583,6.3233333,0.0,0.0,1088.0,447.86667
2006-12-21 01:00:00,1.3979666,243.69817,5.6866665,0.0,31.0,1091.0,275.96667
2006-12-21 02:00:00,1.2749001,243.65366,5.15,0.0,0.0,1032.0,242.9
2006-12-21 03:00:00,0.3026,244.56717,1.3333334,0.0,30.0,0.0,272.6
2006-12-21 04:00:00,0.24673334,244.74017,1.02,0.0,0.0,0.0,246.73334
2006-12-21 05:00:00,0.2907,243.9495,1.2633334,0.0,23.0,0.0,267.7
2006-12-21 06:00:00,0.29566666,244.85051,1.2199999,0.0,8.0,0.0,287.66666
2006-12-21 07:00:00,1.2804667,241.29367,5.3700004,0.0,0.0,0.0,1280.4667
2006-12-21 08:00:00,1.5630333,239.49449,6.5933332,0.0,30.0,305.0,1228.0333
2006-12-21 09:00:00,2.5758002,238.47768,10.78,666.0,562.0,1046.0,301.80002
2006-12-21 10:00:00,1.7677,239.70601,7.4033337,569.0,31.0,890.0,277.7
2006-12-21 11:00:00,0.525,241.60216,2.3366666,0.0,0.0,0.0,525.0
2006-12-21 12:00:00,0.81913334,242.67416,3.5833333,0.0,460.0,0.0,359.13333
2006-12-21 13:00:00,1.6882333,241.79784,7.06,0.0,1192.0,233.0,263.23334
2006-12-21 14:00:00,1.0239,243.3195,4.336667,0.0,72.0,500.0,451.9
2006-12-21 15:00:00,0.30740002,242.90633,1.3633333,0.0,10.0,0.0,297.4
2006-12-21 16:00:00,1.3600667,239.90633,5.6233335,0.0,43.0,1037.0,280.06665
2006-12-21 17:00:00,1.7526333,235.01833,7.5333333,0.0,10.0,719.0,1023.63336
2006-12-21 18:00:00,2.4433,233.89433,10.416667,0.0,42.0,1006.0,1395.3
2006-12-21 19:00:00,2.1971333,235.0005,9.3566675,281.0,10.0,702.0,1204.1333
2006-12-21 20:00:00,2.4373667,234.50032,10.440001,249.0,36.0,257.0,1895.3667
2006-12-21 21:00:00,0.98226666,238.31218,4.1033335,0.0,2.0,515.0,465.26666
2006-12-21 22:00:00,0.28026667,242.8665,1.2066667,0.0,12.0,0.0,268.26666
2006-12-21 23:00:00,0.27043334,245.35033,1.1733334,0.0,19.0,0.0,251.43333
2006-12-22 00:00:00,0.26693335,245.67818,1.1433333,0.0,0.0,0.0,266.93332
2006-12-22 01:00:00,0.27199998,244.45384,1.1733334,0.0,31.0,0.0,241.0
2006-12-22 02:00:00,0.26763335,246.83783,1.1433333,0.0,0.0,0.0,267.63333
2006-12-22 03:00:00,0.27386665,245.79283,1.1733334,0.0,31.0,0.0,242.86667
2006-12-22 04:00:00,0.26426667,245.35951,1.1366667,0.0,0.0,0.0,264.26666
2006-12-22 05:00:00,0.8068333,245.11934,3.3300002,0.0,23.0,534.0,249.83333
2006-12-22 06:00:00,0.47963333,245.30933,2.0333333,0.0,8.0,0.0,471.63333
2006-12-22 07:00:00,1.7232,240.929,7.2066665,0.0,0.0,224.0,1499.2
2006-12-22 08:00:00,2.7444,240.45033,11.426666,667.0,31.0,1063.0,983.4
2006-12-22 09:00:00,1.8963,239.54965,7.8700004,601.0,0.0,1055.0,240.30002
2006-12-22 10:00:00,1.3449667,239.67934,5.57,0.0,30.0,1055.0,259.96667
2006-12-22 11:00:00,1.2525667,238.3455,5.26,225.0,0.0,762.0,265.56665
2006-12-22 12:00:00,1.2284666,240.199,5.516667,638.0,34.0,0.0,556.4667
2006-12-22 13:00:00,0.6719,240.68584,3.04,0.0,0.0,0.0,671.9
2006-12-22 14:00:00,0.81556666,240.83116,3.55,0.0,34.0,362.0,419.56668
2006-12-22 15:00:00,1.4516333,241.859,5.9733334,0.0,0.0,1075.0,376.63333
2006-12-22 16:00:00,1.5712,241.79485,6.476667,0.0,32.0,1074.0,465.2
2006-12-22 17:00:00,1.4968,238.84467,6.2433333,0.0,0.0,631.0,865.8
2006-12-22 18:00:00,2.6869667,237.50766,11.39,0.0,31.0,234.0,2421.9666
2006-12-22 19:00:00,3.9381666,237.406,16.54,0.0,0.0,1036.0,2902.1667
2006-12-22 20:00:00,3.5360668,235.5305,15.05,469.0,34.0,1021.0,2012.0667
2006-12-22 21:00:00,4.548667,235.13617,19.453333,551.0,0.0,1005.0,2992.6667
2006-12-22 22:00:00,3.0650668,239.19968,12.983334,0.0,23.0,0.0,3042.0667
2006-12-22 23:00:00,2.4192,241.93,10.266666,0.0,8.0,0.0,2411.2
2006-12-23 00:00:00,1.6982332,243.02032,7.436667,0.0,2.0,0.0,1696.2333
2006-12-23 01:00:00,1.7228,243.8125,7.55,0.0,29.0,0.0,1693.8
2006-12-23 02:00:00,1.7007667,243.84134,7.51,0.0,0.0,0.0,1700.7667
2006-12-23 03:00:00,1.7715334,243.687,7.6566668,0.0,31.0,0.0,1740.5333
2006-12-23 04:00:00,1.8916,243.00601,8.156667,0.0,0.0,124.0,1767.6
2006-12-23 05:00:00,2.2291,242.44917,9.53,0.0,28.0,424.0,1777.1
2006-12-23 06:00:00,1.6493666,242.46683,7.24,0.0,3.0,0.0,1646.3667
2006-12-23 07:00:00,4.023367,237.767,16.983334,0.0,0.0,651.0,3372.3667
2006-12-23 08:00:00,4.190833,239.10318,17.556667,0.0,31.0,1050.0,3109.8333
2006-12-23 09:00:00,3.2463999,240.8125,13.53,0.0,0.0,1066.0,2180.4
2006-12-23 10:00:00,2.9721668,239.137,12.559999,0.0,31.0,516.0,2425.1667
2006-12-23 11:00:00,3.159,237.71501,13.303333,0.0,0.0,649.0,2510.0
2006-12-23 12:00:00,2.9287999,238.7565,12.35,0.0,10.0,574.0,2344.8
2006-12-23 13:00:00,3.4063,239.85083,14.3133335,0.0,21.0,1057.0,2328.3
2006-12-23 14:00:00,3.7579665,240.50099,15.759999,0.0,0.0,1063.0,2694.9666
2006-12-23 15:00:00,4.0491,241.31349,16.896666,0.0,31.0,1070.0,2948.1
2006-12-23 16:00:00,4.3490996,240.47684,18.216667,76.0,65.0,1063.0,3145.1
2006-12-23 17:00:00,5.4525332,233.64418,23.359999,971.0,40.0,1005.0,3436.5334
2006-12-23 18:00:00,3.8793998,238.0005,16.363333,0.0,1.0,1041.0,2837.4
2006-12-23 19:00:00,4.117833,238.72932,17.3,0.0,36.0,1048.0,3033.8335
2006-12-23 20:00:00,4.1814,238.51883,17.596668,0.0,21.0,1045.0,3115.4
2006-12-23 21:00:00,3.2884333,238.59467,13.8933325,0.0,13.0,340.0,2935.4333
2006-12-23 22:00:00,4.3279333,238.19034,18.31,866.0,30.0,0.0,3431.9333
2006-12-23 23:00:00,5.5624666,239.8715,23.3,756.0,2.0,940.0,3864.4666
2006-12-24 00:00:00,4.028,239.11266,17.08,0.0,30.0,1052.0,2946.0
2006-12-24 01:00:00,3.2756999,237.61066,14.016666,437.0,2.0,1038.0,1798.7
2006-12-24 02:00:00,2.3030334,244.43266,10.066667,461.0,22.0,220.0,1600.0333
2006-12-24 03:00:00,1.6067666,246.862,7.3466663,0.0,9.0,0.0,1597.7666
2006-12-24 04:00:00,1.5761,245.86617,7.266667,0.0,3.0,0.0,1573.1
2006-12-24 05:00:00,1.6319001,245.83566,7.5333333,0.0,28.0,0.0,1603.9
2006-12-24 06:00:00,1.8952,245.59084,8.446667,0.0,0.0,0.0,1895.2
2006-12-24 07:00:00,1.4764,242.79533,6.9700003,0.0,31.0,0.0,1445.4
2006-12-24 08:00:00,1.4277667,241.69867,6.5966663,0.0,0.0,0.0,1427.7667
2006-12-24 09:00:00,2.7256665,239.88983,11.809999,0.0,23.0,863.0,1839.6666
2006-12-24 10:00:00,2.6753335,236.69817,11.376666,0.0,520.0,1030.0,1125.3334
2006-12-24 11:00:00,2.0929332,237.66817,8.8133335,0.0,94.0,1038.0,960.93335
2006-12-24 12:00:00,1.5,236.93234,6.4466662,0.0,379.0,125.0,996.0
2006-12-24 13:00:00,3.2399333,237.29634,13.786667,0.0,1831.0,343.0,1065.9333
2006-12-24 14:00:00,1.3715333,243.928,5.6433334,0.0,92.0,603.0,676.5333
2006-12-24 15:00:00,3.0968332,243.18283,12.823334,393.0,1837.0,0.0,866.8333
2006-12-24 16:00:00,2.0071332,243.88066,8.3133335,412.0,52.0,579.0,964.13336
2006-12-24 17:00:00,1.6865001,238.02032,7.1299996,0.0,31.0,0.0,1655.5
2006-12-24 18:00:00,0.5052,241.15633,2.11,0.0,36.0,0.0,469.2
2006-12-24 19:00:00,0.45403334,241.41985,1.85,0.0,0.0,0.0,454.03333
2006-12-24 20:00:00,0.4741,241.94234,1.9566667,0.0,0.0,0.0,474.1
2006-12-24 21:00:00,0.48403332,242.20818,2.0033333,0.0,35.0,0.0,449.03333
2006-12-24 22:00:00,0.47976667,243.37817,1.9699999,0.0,0.0,0.0,479.76666
2006-12-24 23:00:00,0.48633334,243.09233,2.0133333,0.0,27.0,0.0,459.33334
2006-12-25 00:00:00,0.9995667,244.10649,4.1466665,0.0,9.0,177.0,813.56665
2006-12-25 01:00:00,1.2067666,244.6745,4.93,0.0,0.0,693.0,513.76666
2006-12-25 02:00:00,0.43800002,248.53633,1.8433335,0.0,36.0,0.0,402.0
2006-12-25 03:00:00,0.58996665,248.28183,2.4,0.0,0.0,0.0,589.9667
2006-12-25 04:00:00,0.5786667,248.72932,2.3466668,0.0,0.0,0.0,578.6667
2006-12-25 05:00:00,0.6201,248.09467,2.51,0.0,37.0,0.0,583.1
2006-12-25 06:00:00,0.26406667,247.00385,1.09,0.0,0.0,0.0,264.06668
2006-12-25 07:00:00,0.67679995,243.39217,2.8333333,0.0,9.0,20.0,647.8
2006-12-25 08:00:00,2.6111,242.39917,10.79,0.0,26.0,637.0,1948.1
2006-12-25 09:00:00,1.4934667,244.18767,6.1266665,0.0,0.0,0.0,1493.4667
2006-12-25 10:00:00,1.9156667,242.31717,7.9166665,0.0,35.0,0.0,1880.6666
2006-12-25 11:00:00,3.0446,241.6805,12.696667,581.0,0.0,704.0,1759.6
2006-12-25 12:00:00,2.9126,241.051,12.446667,1359.0,0.0,272.0,1281.6
2006-12-25 13:00:00,2.2249334,242.28517,9.47,1122.0,34.0,0.0,1068.9333
2006-12-25 14:00:00,1.7837334,245.512,7.423333,339.0,0.0,307.0,1137.7334
2006-12-25 15:00:00,1.7403333,245.83566,7.1766667,360.0,21.0,575.0,784.3333
2006-12-25 16:00:00,3.8728333,241.69466,16.3,1645.0,14.0,0.0,2213.8333
2006-12-25 17:00:00,2.0718,239.32901,8.753333,228.0,0.0,262.0,1581.8
2006-12-25 18:00:00,2.4230666,239.88916,10.136667,0.0,273.0,390.0,1760.0667
2006-12-25 19:00:00,1.6294999,241.32883,6.7766666,0.0,305.0,0.0,1324.5
2006-12-25 20:00:00,1.9771333,241.73466,8.216666,0.0,3.0,371.0,1603.1333
2006-12-25 21:00:00,3.8368669,238.556,16.143333,436.0,997.0,1046.0,1357.8667
2006-12-25 22:00:00,4.2148666,237.7605,17.743334,550.0,89.0,341.0,3234.8667
2006-12-25 23:00:00,2.5922332,243.218,10.62,0.0,74.0,0.0,2518.2334
2006-12-26 00:00:00,2.4242666,244.66568,9.826667,0.0,11.0,0.0,2413.2666
2006-12-26 01:00:00,2.4026334,241.41434,9.896667,0.0,46.0,0.0,2356.6333
2006-12-26 02:00:00,2.4109335,245.07767,9.763333,0.0,11.0,0.0,2399.9333
2006-12-26 03:00:00,2.4490666,245.519,9.910001,0.0,10.0,0.0,2439.0667
2006-12-26 04:00:00,2.9925,244.8775,12.17,0.0,47.0,530.0,2415.5
2006-12-26 05:00:00,2.3877332,243.42467,9.73,0.0,2.0,0.0,2385.7334
2006-12-26 06:00:00,2.3881998,243.405,9.76,0.0,15.0,0.0,2373.2
2006-12-26 07:00:00,3.1360667,239.21967,13.096666,0.0,20.0,144.0,2972.0667
2006-12-26 08:00:00,2.3659332,239.04967,9.896667,0.0,0.0,753.0,1612.9333
2006-12-26 09:00:00,3.5450666,237.28734,14.926666,0.0,553.0,900.0,2092.0667
2006-12-26 10:00:00,4.0419,237.35165,16.99,0.0,0.0,1036.0,3005.9
2006-12-26 11:00:00,2.3735335,239.17934,9.906667,0.0,0.0,1052.0,1321.5333
2006-12-26 12:00:00,2.4647,239.4145,10.333333,0.0,34.0,1054.0,1376.7
2006-12-26 13:00:00,2.8868,239.661,12.113333,0.0,0.0,1055.0,1831.8
2006-12-26 14:00:00,3.8265998,243.32567,15.826666,0.0,1563.0,1088.0,1175.6
2006-12-26 15:00:00,2.6296,245.31383,10.75,0.0,38.0,1104.0,1487.6
2006-12-26 16:00:00,3.4507334,241.17667,14.403334,0.0,25.0,1069.0,2356.7334
2006-12-26 17:00:00,3.3423333,237.87117,14.059999,0.0,46.0,1040.0,2256.3333
2006-12-26 18:00:00,3.2467,239.42183,13.570001,0.0,10.0,1053.0,2183.7
2006-12-26 19:00:00,3.034,239.4535,12.67,0.0,22.0,1054.0,1958.0
2006-12-26 20:00:00,3.479,240.93533,14.509999,511.0,34.0,1066.0,1868.0
2006-12-26 21:00:00,2.6584,240.85283,11.1433325,575.0,10.0,981.0,1092.4
2006-12-26 22:00:00,0.8636,244.59233,3.763333,0.0,36.0,0.0,827.6
2006-12-26 23:00:00,0.7682,246.52032,3.3333333,0.0,0.0,0.0,768.2
2006-12-27 00:00:00,0.4829667,247.76784,2.2133334,0.0,0.0,0.0,482.96667
2006-12-27 01:00:00,0.49346668,248.0925,2.3433335,0.0,35.0,0.0,458.46667
2006-12-27 02:00:00,0.4795,250.3425,2.1933334,0.0,0.0,0.0,479.5
2006-12-27 03:00:00,0.44413334,248.26701,2.0633333,0.0,10.0,0.0,434.13333
2006-12-27 04:00:00,0.47403333,247.66066,2.2366667,0.0,26.0,0.0,448.03333
2006-12-27 05:00:00,1.0365334,246.17783,4.3933334,0.0,0.0,594.0,442.53333
2006-12-27 06:00:00,0.4744,247.77567,2.22,0.0,28.0,0.0,446.4
2006-12-27 07:00:00,2.0498667,240.74199,8.7,0.0,7.0,283.0,1759.8667
2006-12-27 08:00:00,2.1647334,240.45299,8.97,0.0,0.0,1064.0,1100.7333
2006-12-27 09:00:00,2.3289669,240.5115,9.67,0.0,34.0,1063.0,1231.9667
2006-12-27 10:00:00,2.3169668,238.90668,9.666667,0.0,0.0,1049.0,1267.9667
2006-12-27 11:00:00,1.3155999,240.1125,5.4100003,0.0,0.0,1059.0,256.6
2006-12-27 12:00:00,1.0784,240.82634,4.5133333,0.0,35.0,770.0,273.4
2006-12-27 13:00:00,0.26416668,243.06567,1.1966667,0.0,0.0,0.0,264.16666
2006-12-27 14:00:00,0.26383334,245.23235,1.2099999,0.0,2.0,0.0,261.83334
2006-12-27 15:00:00,0.3332,245.698,1.5666667,0.0,33.0,0.0,300.2
2006-12-27 16:00:00,0.29680002,246.02232,1.3266666,0.0,0.0,0.0,296.8
2006-12-27 17:00:00,0.50126666,241.03366,2.1766667,0.0,20.0,0.0,481.26666
2006-12-27 18:00:00,1.8244,238.36934,7.663333,0.0,15.0,0.0,1809.4
2006-12-27 19:00:00,1.7362667,239.61368,7.363333,0.0,0.0,0.0,1736.2667
2006-12-27 20:00:00,2.3531,242.08168,9.723333,0.0,35.0,1053.0,1265.1
2006-12-27 21:00:00,1.3297333,242.73134,5.4466662,0.0,0.0,41.0,1288.7333
2006-12-27 22:00:00,1.0835,242.78168,4.4733334,0.0,0.0,0.0,1083.5
2006-12-27 23:00:00,0.3535,246.15099,1.6800001,0.0,34.0,0.0,319.5
2006-12-28 00:00:00,1.0185333,243.6835,4.26,0.0,0.0,726.0,292.53333
2006-12-28 01:00:00,0.27773333,245.302,1.2666667,0.0,4.0,0.0,273.73334
2006-12-28 02:00:00,0.31616667,248.72366,1.4733334,0.0,31.0,0.0,285.16666
2006-12-28 03:00:00,0.2988,249.20117,1.3466667,0.0,0.0,0.0,298.8
2006-12-28 04:00:00,0.3101,248.1765,1.44,0.0,21.0,0.0,289.1
2006-12-28 05:00:00,0.2894,246.95149,1.3066667,0.0,14.0,0.0,275.4
2006-12-28 06:00:00,0.2925667,247.81534,1.3066667,0.0,0.0,0.0,292.56668
2006-12-28 07:00:00,1.0433333,243.52316,4.4733334,0.0,34.0,122.0,887.3333
2006-12-28 08:00:00,2.5357332,240.57584,10.543333,629.0,0.0,1064.0,842.73334
2006-12-28 09:00:00,1.3215333,242.63417,5.5666666,548.0,0.0,503.0,270.53333
2006-12-28 10:00:00,0.32606664,242.59734,1.5400001,0.0,34.0,0.0,292.06665
2006-12-28 11:00:00,0.27993333,242.48483,1.2900001,0.0,0.0,0.0,279.93332
2006-12-28 12:00:00,0.271,241.98766,1.25,0.0,0.0,0.0,271.0
2006-12-28 13:00:00,0.6986333,243.444,2.9933333,0.0,35.0,98.0,565.63336
2006-12-28 14:00:00,1.8085667,243.36517,7.483333,0.0,0.0,1089.0,719.56665
2006-12-28 15:00:00,1.5743333,244.298,6.4366665,0.0,5.0,1096.0,473.3333
2006-12-28 16:00:00,1.5589668,243.17351,6.383333,0.0,30.0,1086.0,442.96667
2006-12-28 17:00:00,2.4325333,237.25616,10.283334,0.0,0.0,1035.0,1397.5333
2006-12-28 18:00:00,2.5439,238.76933,10.73,0.0,136.0,1049.0,1358.9
2006-12-28 19:00:00,2.8485,237.39966,12.066667,0.0,353.0,264.0,2231.5
2006-12-28 20:00:00,2.1167667,240.02217,8.88,2.0,79.0,129.0,1906.7667
2006-12-28 21:00:00,5.035333,237.2945,21.406668,640.0,1774.0,915.0,1706.3333
2006-12-28 22:00:00,3.2142,243.23933,13.283334,388.0,1231.0,0.0,1595.2
2006-12-28 23:00:00,2.1313334,246.5215,9.059999,0.0,638.0,0.0,1493.3334
2006-12-29 00:00:00,1.4093333,246.29517,6.4333334,0.0,38.0,0.0,1371.3334
2006-12-29 01:00:00,1.9941667,245.7525,8.706667,0.0,21.0,544.0,1429.1666
2006-12-29 02:00:00,2.1516335,248.34433,8.940001,0.0,34.0,0.0,2117.6333
2006-12-29 03:00:00,2.4526668,246.107,9.886667,0.0,11.0,0.0,2441.6667
2006-12-29 04:00:00,2.4714332,245.8305,10.0,0.0,45.0,0.0,2426.4333
